MP:0005282	decreased fatty acid level
ZP:0006605	abnormal(ly) hypoplastic trunk vasculature
ZP:0006607	abnormal(ly) disorganized cardiac muscle cell striated muscle thin filament
ZP:0006604	abnormal(ly) increased thickness posterior cardinal vein
ZP:0006602	abnormal(ly) decreased width common cardinal vein
ZP:0006600	abnormal(ly) concave yolk
ZP:0006601	abnormal(ly) absent caudal vein
ZP:0006599	abnormal(ly) absent dorsal aorta
ZP:0006609	abnormal(ly) increased length cardiac muscle cell sarcomere
ZP:0006608	abnormal(ly) sparse cardiac muscle cell myofibril
ZP:0004938	abnormal(ly) increased occurrence muscle cell cell death
ZP:0004937	abnormal(ly) increased occurrence muscle cell apoptotic process
ZP:0004936	abnormal(ly) present in fewer numbers in organism somite slow muscle cell
ZP:0007569	abnormal(ly) structure liver and biliary system epithelial cell
ZP:0007568	abnormal(ly) composition liver and biliary system cytoplasm
ZP:0007567	abnormal(ly) process quality vesicle-mediated transport
HP:0008402	Ridged fingernail
HP:0007617	Fine, reticulate skin pigmentation
HP:0007221	Progressive truncal ataxia
ZP:0003776	abnormal(ly) disrupted cell cycle
ZP:0003779	abnormal(ly) curved ventral caudal fin
ZP:0003783	abnormal(ly) increased process quality head cell death
ZP:0003787	abnormal(ly) undivided cell chromosome
ZP:0003786	abnormal(ly) polyploid cell chromosome
ZP:0003791	abnormal(ly) increased size myeloid lineage restricted progenitor cell
HP:0005021	Bilateral elbow dislocations
HP:0007773	Vitreoretinal abnormalities
HP:0100923	Clavicular sclerosis
HP:0008037	Absent anterior eye chamber
HP:0006174	Metacarpal diaphyseal endosteal sclerosis
HP:0100861	Vertebral body sclerosis
HP:0008114	Metatarsal diaphyseal endosteal sclerosis
HP:0010331	Aplasia/Hypoplasia of the 3rd toe
HP:0006179	Pseudoepiphyses of second metacarpal
HP:0010709	2-4 finger syndactyly
HP:0004792	Rectoperineal fistula
HP:0100015	Stahl ear
MP:0004637	metacarpal bone hypoplasia
ZP:0007245	abnormal(ly) disrupted pronuclear migration
ZP:0006369	abnormal(ly) disrupted embryonic cleavage
HP:0005574	Non-acidotic proximal tubulopathy
MP:0009708	vaginal septum
MP:0011770	increased urine selenium level
ZP:0007434	abnormal(ly) decreased thickness retinal neural layer
ZP:0007432	abnormal(ly) present in greater numbers in organism retinal ganglion cell layer neuron
ZP:0007439	abnormal(ly) hypotrophic retinal inner nuclear layer
ZP:0007437	abnormal(ly) increased diameter eye
ZP:0007431	abnormal(ly) hypotrophic retinal ganglion cell layer
ZP:0007430	abnormal(ly) arrested renal absorption
ZP:0007429	abnormal(ly) disrupted stem cell maintenance
ZP:0007428	abnormal(ly) arrested receptor-mediated endocytosis
ZP:0007448	abnormal(ly) increased diameter optic nerve head
ZP:0007449	abnormal(ly) increased size vitreous
ZP:0007442	abnormal(ly) increased area retina
ZP:0007446	abnormal(ly) hypotrophic retinal outer nuclear layer
ZP:0007447	abnormal(ly) increased size optic nerve head
ZP:0007445	abnormal(ly) present in fewer numbers in organism ciliary marginal zone neuronal stem cell
MP:0009064	oviduct atrophy
HP:0008356	Combined hyperlipidemia
MP:0003469	decreased single cell response intensity
MP:0009155	pancreatic acinar hyperplasia
ZP:0008880	abnormal(ly) disorganized exocrine pancreas
MP:0010471	supravalvar aortic stenosis
ZP:0006210	abnormal(ly) present in fewer numbers in organism primary motor neuron neuron projection
HP:0006437	Disproportionate prominence of the femoral medial condyle
HP:0009788	Quadriceps aplasia
HP:0009785	Triceps aplasia
HP:0009781	Lester's sign
HP:0009780	Iliac horns
HP:0009783	Biceps aplasia
HP:0006424	Elongated radius
HP:0006650	Thickening of the lateral border of the scapula
HP:0005255	Absence of pectoralis minor muscle
ZP:0007421	abnormal(ly) disorganized anterior crista
ZP:0007420	abnormal(ly) increased size anterior crista
ZP:0007419	abnormal(ly) disorganized posterior crista
ZP:0007418	abnormal(ly) increased size posterior crista
MP:0004426	abnormal cochlear labyrinth morphology
ZP:0009871	abnormal(ly) constricted hyaloid artery
ZP:0009870	abnormal(ly) increased width optic fissure
ZP:0009868	abnormal(ly) decreased process quality retinal blood vessel morphogenesis
ZP:0009874	abnormal(ly) increased permeability ocular blood vessel
ZP:0009875	abnormal(ly) increased diameter ocular blood vessel
ZP:0009872	abnormal(ly) dilated hyaloid vein
ZP:0009873	abnormal(ly) dilated ocular blood vessel
HP:0005967	Mixed respiratory and metabolic acidosis
HP:0003787	Type 1 and type 2 muscle fiber minicore regions
ZP:0008846	abnormal(ly) decreased occurrence fast-twitch skeletal muscle fiber contraction
ZP:0006230	abnormal(ly) arrested locomotion involved in locomotory behavior
ZP:0008860	abnormal(ly) disorganized fast muscle cell sarcoplasmic reticulum
ZP:0008848	abnormal(ly) occurrence quality locomotion involved in locomotory behavior
MP:0009045	muscle tetany
HP:0004758	Effort-induced polymorphic ventricular tachycardias
HP:0008739	Labial pseudohypertrophy
HP:0004416	Precocious atherosclerosis
HP:0000287	Increased facial adipose tissue
HP:0006785	Limb-girdle muscular dystrophy
HP:0005744	Generalized osteoporosis with pathologic fractures
HP:0011727	Peroneal muscle weakness
HP:0008993	Increased intraabdominal fat
HP:0008985	Increased intramuscular fat
HP:0005150	Abnormal atrioventricular conduction
MP:0009388	abnormal epidermal melanocyte morphology
ZP:0002472	abnormal(ly) present in fewer numbers in organism myotome slow muscle cell
ZP:0002474	abnormal(ly) alignment Meckel's cartilage towards palatoquadrate cartilage
ZP:0002467	abnormal(ly) decreased occurrence fat cell differentiation
ZP:0002468	abnormal(ly) increased occurrence cellular senescence
ZP:0002471	abnormal(ly) undulate myotome slow muscle cell
HP:0007480	Decreased sweating due to autonomic dysfunction
HP:0006994	Diffuse leukoencephalopathy
HP:0008652	Autonomic erectile dysfunction
HP:0007262	Symmetric peripheral demyelination
HP:0005341	Autonomic bladder dysfunction
ZP:0008659	abnormal(ly) decreased occurrence release of sequestered calcium ion into cytosol
MP:0010720	absent sublingual duct
MP:0000481	abnormal enterocyte cell number
HP:0200133	Lumbosacral meningocele
HP:0006615	Absent in utero rib ossification
HP:0008435	Absent in utero ossification of vertebral bodies
ZP:0004757	abnormal(ly) absent caudal vein plexus
ZP:0004756	abnormal(ly) aplastic caudal vein
ZP:0004758	abnormal(ly) morphology post-vent vasculature
ZP:0004753	abnormal(ly) morphology intermediate cell mass of mesoderm
ZP:0002646	abnormal(ly) malformed posterior caudal vein
ZP:0010243	abnormal(ly) sigmoid whole organism
HP:0007667	Cystic retinal degeneration
ZP:0007046	abnormal(ly) disrupted cell-cell junction maintenance
MP:0012072	decreased susceptibility to osteoporosis
ZP:0002305	abnormal(ly) deformed extension
ZP:0000763	abnormal(ly) opaque fourth ventricle
HP:0012143	Abnormality of cells of the megakaryocyte lineage
HP:0004861	refractory macrocytic anemia
ZP:0004517	abnormal(ly) absent lens
ZP:0002304	abnormal(ly) deformed telencephalon
ZP:0004516	abnormal(ly) opaque tegmentum
HP:0008447	Hypoplastic coccygeal vertebrae
HP:0008437	Bifid thoracic vertebrae
HP:0008475	Hypoplastic sacral vertebrae
ZP:0001906	abnormal(ly) decreased size otolith organ
ZP:0006022	abnormal(ly) position heart primordium
ZP:0006023	abnormal(ly) present in greater numbers in organism intermediate cell mass of mesoderm erythroblast
ZP:0006021	abnormal(ly) disrupted erythrocyte development
ZP:0006030	abnormal(ly) apoptotic nucleate erythrocyte
ZP:0006029	abnormal(ly) immature pharyngeal arch 3-7
ZP:0006025	abnormal(ly) position digestive system
ZP:0010492	abnormal(ly) hypoplastic anal fin
ZP:0010494	abnormal(ly) overlap with Meckel's cartilage towards Meckel's cartilage
ZP:0010495	abnormal(ly) fused with ceratohyal cartilage towards ceratobranchial 1 cartilage
ZP:0010488	abnormal(ly) flattened ventral fin fold
ZP:0010489	abnormal(ly) edge shape ventral fin fold
ZP:0010490	abnormal(ly) hypoplastic ventral fin fold postero-ventral region
ZP:0010491	abnormal(ly) degenerate neuroectoderm
ZP:0010486	abnormal(ly) increased length rhombomere 5
ZP:0010487	abnormal(ly) increased accumulation caudal fin towards blood cell
ZP:0010482	abnormal(ly) condensed hindbrain
ZP:0010483	abnormal(ly) increased width pronephros
HP:0007780	Cortical pulverulent cataract
ZP:0003110	abnormal(ly) hypoplastic mesoderm
ZP:0003111	abnormal(ly) hypoplastic notochord
ZP:0006032	abnormal(ly) present in fewer numbers in organism blood cell hemoglobin complex
ZP:0006031	abnormal(ly) necrotic whole organism anterior region
ZP:0006165	abnormal(ly) disrupted posterior lateral line neuromast deposition
ZP:0006166	abnormal(ly) aggregated tail bud integument
ZP:0006167	abnormal(ly) protruding out of yolk towards whole organism
ZP:0006169	abnormal(ly) aggregated keratinocyte
ZP:0006393	abnormal(ly) malformed neural plate
ZP:0006392	abnormal(ly) malformed prechordal plate
ZP:0003217	abnormal(ly) lacks parts or has fewer parts of type cell towards cell filopodium
ZP:0007742	abnormal(ly) increased diameter skeletal muscle cell nucleus
ZP:0007740	abnormal(ly) curved skeletal muscle cell
HP:0010886	Osteochondrosis dissecans
ZP:0000474	abnormal(ly) degenerate neuron
HP:0004784	Juvenile gastrointestinal polyposis
ZP:0010664	abnormal(ly) cellular quality pectoral fin
HP:0008007	Primary congenital glaucoma
HP:0007765	Deep anterior chamber
ZP:0008247	abnormal(ly) decreased process quality transforming growth factor beta receptor signaling pathway
ZP:0008253	abnormal(ly) decreased length presumptive cardiac ventricle heart tube
ZP:0008252	abnormal(ly) hypoplastic presumptive bulbus arteriosus
ZP:0008255	abnormal(ly) malformed pharyngeal vasculature
ZP:0008254	abnormal(ly) hypoplastic pharyngeal vasculature
ZP:0005059	abnormal(ly) amplitude synaptic transmission
ZP:0005062	abnormal(ly) structure retinal ganglion cell
ZP:0005063	abnormal(ly) defasciculated retinal ganglion cell axon
ZP:0005061	abnormal(ly) decreased occurrence visual perception
MP:0011001	absence of AMPA-mediated synaptic currents
ZP:0006571	abnormal(ly) process quality collagen fibril organization
ZP:0006572	abnormal(ly) process quality embryonic camera-type eye morphogenesis
ZP:0006573	abnormal(ly) distended eye
ZP:0006575	abnormal(ly) decreased thickness sclera anterior region
ZP:0006577	abnormal(ly) present in fewer numbers in organism sclera fibroblast
ZP:0006576	abnormal(ly) decreased thickness sclera posterior region
MP:0001740	failure of adrenal epinephrine secretion
HP:0005526	Lymphoid leukemia
ZP:0006978	abnormal(ly) present in greater numbers in organism blood island neutrophil
HP:0002480	Hepatic encephalopathy
HP:0004787	Fulminant hepatitis
ZP:0007380	abnormal(ly) arrested sensory perception of sound
ZP:0006040	abnormal(ly) disorganized endocrine pancreas
HP:0011488	Abnormality of corneal endothelium
HP:0007915	Polymorphous posterior corneal dystrophy
HP:0007035	Anterior encephalocele
ZP:0003155	abnormal(ly) decreased length Rohon-Beard neuron axon
ZP:0003148	abnormal(ly) decreased length cranial nerve V axon
ZP:0003149	abnormal(ly) defasciculated cranial nerve V axon
ZP:0003146	abnormal(ly) decreased length cranial nerve X axon
ZP:0003147	abnormal(ly) decreased length cranial nerve IX axon
ZP:0003140	abnormal(ly) apoptotic retinal ganglion cell layer
ZP:0003141	abnormal(ly) mislocalised retinal ganglion cell layer neuron projection
ZP:0003143	abnormal(ly) decreased length cranial nerve VI axon
ZP:0003136	abnormal(ly) disrupted branchiomotor neuron axon guidance
ZP:0003134	abnormal(ly) increased occurrence axonal defasciculation
ZP:0005572	abnormal(ly) positional polarity primordial germ cell
ZP:0005570	abnormal(ly) increased length posterior lateral line primordium cell
ZP:0005571	abnormal(ly) cellular motility primordial germ cell
ZP:0005569	abnormal(ly) split posterior lateral line primordium
HP:0009060	Scapular muscle atrophy
HP:0003562	Abnormal metaphyseal vascular invasion
HP:0001857	Short distal phalanx of toe
HP:0002810	Dumbbell-shaped metaphyses
HP:0008964	Nonprogressive muscular atrophy
HP:0012246	Oculomotor nerve palsy
HP:0002822	Hyperplasia of the femoral trochanters
HP:0002831	Long coccyx
HP:0003911	Flared humeral metaphysis
HP:0005042	Irregular, rachitic-like metaphyses
HP:0002825	Caudal appendage
HP:0005872	Brachytelomesophalangy
HP:0002834	Flared femoral metaphysis
HP:0007230	Decreased distal sensory nerve action potential
HP:0011349	Abducens palsy
HP:0003332	Absent primary metaphyseal spongiosa
HP:0006069	Severe carpal ossification delay
MP:0008998	decreased blood osmolality
MP:0011242	increased fetal derived definitive erythrocyte cell number
MP:0003540	imperforate hymen
ZP:0002540	abnormal(ly) duplicated fourth ventricle
ZP:0002543	abnormal(ly) morphology neural rod
ZP:0002533	abnormal(ly) process quality hindbrain motor neuron migration
ZP:0002529	abnormal(ly) increased width floor plate
ZP:0002530	abnormal(ly) distended floor plate
ZP:0002556	abnormal(ly) malformed cloacal chamber
ZP:0002558	abnormal(ly) lacks all parts of type rhombomere 5 towards branchiomotor neuron
ZP:0002554	abnormal(ly) decreased length paraxial mesoderm
ZP:0002548	abnormal(ly) disorganized pronephric duct multi-ciliated epithelial cell
ZP:0002544	abnormal(ly) increased thickness neural rod
ZP:0002561	abnormal(ly) mislocalised laterally presumptive pronephric mesoderm
ZP:0002569	abnormal(ly) increased thickness neural tube
ZP:0002570	abnormal(ly) increased width neural tube
ZP:0001877	abnormal(ly) arrested semicircular canal fusion
ZP:0007096	abnormal(ly) disorganized otic vesicle protrusion
ZP:0007093	abnormal(ly) swollen inner ear
ZP:0007095	abnormal(ly) mineralized vertebra
ZP:0007094	abnormal(ly) increased size otic vesicle lateral protrusion
ZP:0007089	abnormal(ly) decreased thickness posterior lateral line nerve
ZP:0007091	abnormal(ly) decreased thickness posterior lateral line nerve myelin sheath
ZP:0007554	abnormal(ly) disrupted respiratory electron transport chain
ZP:0007555	abnormal(ly) increased size nucleate erythrocyte nucleus
MP:0009334	abnormal splenocyte proliferation
HP:0006129	Drumstick terminal phalanges
HP:0009746	Thick nasal septum
HP:0008454	Lumbar kyphosis
HP:0001812	Hyperconvex fingernails
ZP:0004748	abnormal(ly) poorly differentiated gut
ZP:0004749	abnormal(ly) morphology mid intestine epithelium
ZP:0002306	abnormal(ly) shape otic placode
MP:0003208	abnormal neuromere morphology
ZP:0006985	abnormal(ly) protruding head
ZP:0008011	abnormal(ly) obstructed olfactory pit
ZP:0004509	abnormal(ly) decreased thickness fin
ZP:0008002	abnormal(ly) increased occurrence thymus apoptotic process
ZP:0004387	abnormal(ly) delayed pancreas development
ZP:0004389	abnormal(ly) decreased volume pancreas
ZP:0004388	abnormal(ly) disrupted pancreas morphogenesis
ZP:0003996	abnormal(ly) neoplastic, malignant whole organism Lymphoid neoplasms
HP:0010487	Small hypothenar eminence
ZP:0006555	abnormal(ly) delayed eye pigmentation
ZP:0006558	abnormal(ly) increased size erythroid lineage cell
ZP:0006556	abnormal(ly) present in fewer numbers in organism intermediate cell mass of mesoderm hematopoietic multipotent progenitor cell
HP:0012033	Sacral lipoma
ZP:0006528	abnormal(ly) increased curvature caudal fin
ZP:0001658	abnormal(ly) decreased area rhombomere 4
ZP:0001657	abnormal(ly) fused with rhombomere 3 towards rhombomere 5
ZP:0001656	abnormal(ly) increased area rhombomere 3
ZP:0001655	abnormal(ly) increased area rhombomere 5
ZP:0001654	abnormal(ly) physical object quality rhombomere 5
MP:0010515	abnormal Q wave
ZP:0010359	abnormal(ly) extra or missing processual parts forebrain neuron development towards neuron fate specification
HP:0006980	Progressive leukoencephalopathy
HP:0004897	Stress/infection-induced lactic acidosis
HP:0007949	Progressive macular scarring
